ORIGINAL TEXT	TRANSLATION
Una delle opere del progetto Big City Life all'interno del Museo Condominiale di Tor Marancia. Il progetto Big City Life, curato da Francesca Mezzano, Stefano Antonelli e Gianluca Marziani della galleria 999 Contemporary ha trasformato un gruppo di case popolari dell’ATER, in viale di Tor Marancia, in un museo a cielo aperto con la creazione da parte di 20 artisti, convenuti da varie nazioni, di altrettanti dipinti murali realizzati sulle facciate di undici palazzine del comprensorio. Il progetto è stato sostenuto economicamente dall’ Assessorato alla Cultura di Roma Capitale, da Fondazione Roma-Arte-Musei e dall’associazione culturale 999Contemporary.	One of the works of the Big City Life project in the Museo Condominiale di Tor Marancia. The Big City Life project, curated by Francesca Mezzano, Stefano Antonelli and Gianluca Marziani of the 999 Contemporary gallery, transformed a group of ATER social houses, in avenue of Tor Marancia, into an open-air museum with the creation by 20 artists by various nations, of as many wall paintings made on the facades of eleven building blocks in the area. The project was economically supported by the Department of Culture of Rome Capital, the Foundation Roma-Arte-Museums and the Cultural Association 999Contemporary.
Paesaggio astratto	Abstract landscape
Opera gigantesca, realizzata in occasione dell'Outdoor Urban Art Festival 2013 nel quartiere romano di Garbatella.	Giant work, made for the Outdoor Urban Art Festival 2013 in the Roman district of Garbatella.
Enormi ratti sull'edificio ormai fatiscente lungo il fiume Tevere a Ripa Ostiense.	Huge rats on the now dilapidated building along the River Tiber at Ripa Ostiense.
Affisso in occasione dell'evento internazionale di poster art Worldwide Wall. L'opera raffigura il papa Francesco Bergoglio in volo su un parapendio.	"Sticked up during the international poster art event ""Worldwide Wall"". The work depicts Pope Francesco Bergoglio flying on a paraglider."
Nel quartiere del Pigneto, in Via del Pigneto	In the district of Pigneto, in Via del Pigneto
Quartiere Ostiense, sottopasso ferroviario in Via delle Conce. Poster affissi in occasione della mostra Ε!KΦNPROK3KT.	Ostiense district, railway underpass in Via delle Conce. Posters on the occasion of the exhibition Ε! KΦNPROK3KT.
Opera realizzata a Betlemme sul muro che separa territori israeliani e palestinesi	Artwork made in Bethlehem on the wall separating Israeli and Palestinian territories
Opera realizzata nella Hall of Fame di Via Renato Cesarini	Artwork made in the Hall of Fame of Via Renato Cesarini
Opera realizzata in Dircksen Strasse	Artwork made in Dircksen Strasse
Accanto a una cassetta delle lettere nel quartiere della Garbatella in Via Caffaro	Next to a letter box in the Garbatella district in Via Caffaro
Opera realizzata nel rione Sant’Angelo, Via Santa Maria del Pianto	Artwork made in the Rione Sant'Angelo, Via Santa Maria del Pianto
Sul portone di un palazzo nello storico quartiere romano di San Lorenzo.	On the door of a building in the historic Roman district of San Lorenzo.
Nella Piazza d’Armi del Centro sociale occupato autogestito Forte Prenestino	In the Piazza d'Armi of the self-managed social centre Forte Prenestino
A Via Prenestina, nel Centro sociale occupato autogestito ex SNIA Viscosa	In Via Prenestina, in the occupied self-managed social centre ex SNIA Viscosa
Murale gigantesco e coloratissimo nel quartiere di Ponte Mammolo, realizzato in collaborazione con il comitato di quartiere Mammut. Riprende il tema dell’evoluzione della specie e della sua estinzione naturale. Vuol essere un'aspra critica al capitalismo e alle sue conseguenze socio-ambientali.	Giant and colorful mural in the neighborhood of Ponte Mammolo, realized in collaboration with the district committee Mammut. It takes up the theme of the evolution of the species and its natural extinction. It wants to be a harsh critique of capitalism and its socio-environmental consequences.
Totò	Totò
Pesce antropomorfo	anthropomorphic fish
Pietro e Paolo	Peter and Paul
Mucca	Cow
Papapendio	Papapietro
In Rua Martens Ferrão. Realizzato in occasione di CronoLisboa 2010	In Rua Martens Ferrão. Made for CronoLisboa 2010
"Sulla parete sterna del Convento di Sant’Antonio in Via Zandonai. Hearing decide di realizzare un murale a Pisa, denominato Tuttomondo a seguito di un incontro casuale a New York con un giovane studente pisano. Il soggetto è quello dell'armonia e della pace nel mondo, sintetizzato dalle trenta figure che, come in un puzzle, si incastrano nei 180 metri quadrati a disposizione. Vari i personaggi che rappresentano la pace: le forbici ""umanizzate"" raffigurano la collaborazione concreta tra gli uomini per sconfiggere il serpente, cioè il male, che mangia la testa della figura limitrofa, la donna con il bimbo in braccio sintetizza il concetto della maternità, i due uomini che sorreggono il delfino rimandano al rapporto con il mare e la natura."	On the external wall of the Convent of Sant'Antonio in Via Zandonai. Hearing decides to make a mural in Pisa, named Tuttomondo after a chance meeting in New York with a young Pisan student. The subject is that of harmony and peace in the world, synthesized by the thirty figures who, as in a puzzle, fit in the 180 square metres available. Several characters represent peace: the ‘humanized’ scissors depict the concrete collaboration between men to defeat the snake, i.e. evil, which eats the head of the neighbouring figure, the woman with the baby in her arms summarizes the concept of motherhood, the two men holding the dolphin refer to the relationship with sea and nature.
Circonvallazione Casilina. Figura maschile e figura femminile attaccati sul retro di un grosso cartellone stradale a fianco della linea ferroviaria.	Casilina ring. Male figure and female figure attached on the back of a large road sign beside the railway line.
Dal 1975 CSA Leoncavallo	Since 1975 CSA Leoncavallo
Nel Rione Monti, in via dei Ciancaloni	In Rione Monti, in Via dei Ciancaloni
Nel rione S. Angelo, in Via della Reginella	In the Rione S. Angelo in Via della Reginella
A Piazza Trilussa nel quartiere Trastevere. Della serie “Tributo a Caravaggio”	In Piazza Trilussa in the district of Trastevere. Series: ‘Tribute to Caravaggio’
Firme dei partecipanti alla riunione delle vecchie glorie, tenuta il 19 settembre, 1915, presso l'albergo Cervo e Parco, in 'Lo sport illustrato e la guerra', anno III, n. 17, 30 settembre 1915, p. 436	Signature of the participants at the meeting of old glories, held on 19 September 1915, at the hotel Cervo e Parco, in ‘Lo sport illustrato e la guerra’ year III, no. 17, 30 September 1915, p. 436
Rivista  'Lo sport illustrato e la guerra', anno III, n. 17, 30 settembre 1915, p. 438	Magazine ‘,Lo sport illustrato e la guerra’ year III, no. 17, 30 September 1915, p. 438
Rivista  'Lo sport illustrato e la guerra', anno III, n. 17, 30 settembre 1915, p. 445	Magazine ‘Lo sport illustrato e la guerra,’ year III, no. 17, 30 September 1915, p. 445
Rivista  'Lo sport illustrato e la guerra', anno III, n. 17, 30 settembre 1915, p. 446-448	Magazine ‘Lo sport illustrato e la guerra,’ year III, no. 17, 30 September 1915, p. 446-448
Fortunato chi c'ha 'na tomba su cui piagne	Fortunate who has a tomb on which he cries
Matita antropomorfa e insetti giganti	anthropomorphic pencil and giant insects
Melting Icons: Sergio e Franco Citti	Melting Icons: Sergio and Franco Citti
Scena marina con balena e altri pesci	Sea scene with whale and other fish
Se leggi libri di writing non vedrai solo lettere	If you read writing books you will not only see letters
Splendida madre della Resistenza nutrimi della tua essenza	Beautiful mother of the Resistance,  feed me you essence
Tributo al Vangelo secondo Matteo di Pasolini	Tribute to the Gospel of Matthew by Pasolini
Cinquant'anni di progressi e di lotte del velocipede e dello sport ciclistico italiano	Fifty years of progress and struggles of Italian cycling and cycling sport
Foto di gruppo dopo la prima gara di velocipedi a Bologna	Group photo after the first race of speedsters in Bologna
Ballando in città	Dancing in the city
Cary Grant e Grace Kelly	Cary Grant and Grace Kelly
Archivio Emilio Pucci	Emilio Pucci Archive
Bambini	Children
scarpa ballerina chanel	"""chanel"" flat shoe"
scarpa pantofola aperta	open slipper
scarpa sneaker alta	High top sneaker
A Fausto e Jajo	To Fausto and Jajo
Animali	Animals
Asino che vola	Flying donkey
Automobile	Car
Automobili incatenate	Chained cars
vitello spazzolato nero	Black brushed calfskin
polacch./tronch. derby	derby ankle boots
vitello nero e vernice nera	Black calfskin and black patent leather
polacch./tronch. monkstrap	monkstrap ankle boot
capretto nero e bianco	Black and white kidskin
scarpa decollet spuntata	open toe décolleté shoe
capretto senape	Mustard kidskin
scarpa scollata aperta ai lati (d'orsay)	low cut shoe open on the sides (d'orsay)
polacch./tronch. texano	texan ankle trunk
polacch./tronch. ghettina	ankle boot small gaiter
mezzo vitello talpa e cognac	mole and cognac colored half-calfskin
stivale camperos	camperos boot
vernice stampata nera	Black printed patent leather
stivale mezza coscia (cuissard)	Over-the-knee boot (cuissard)
scarpa sneaker bassa	low sneaker shoe
tessuto celeste e nero	sky-blue and black fabric
scarpa pantofola chiusa (slipper)	Slip-on shoe (slipper)
laminato platino e rete beige	Platinum laminate leather and beige fishnet
scarpa ballerina spuntata	open-toe ballerina shoe
vinile e capretto bianco	Vinyl and white kidskin
sandalo infradito	thong sandal
raso fucsia	fuchsia satin
polacch./tronch. francesina	Oxford ankle boot
vernice nera e rossa	Black and red patent leather
scarpa scollata spuntata	open-toe décolleté shoe
scarpa scollata aperta ai lati (d orsay)	Décolleté shoe open at the sides (d orsay)
pitone verde e capretto verde	Green python skin and green kidskin
scarpa ghillie	Ghillie shoe
scarpa sabot	sabot shoe
anaconda rosso /red anaconda	Red anaconda leather
stivale a tubo	tube boot
stivale aderente	slim fit boot
laminato di nappa oro	Gold laminated soft leather
polacch./tronch. con cerniera	ankle boot with zip
sandalo ciabatta	slipper sandal
scarpa charleston	charleston shoe
tessuto blu a pallini rossi	Blue fabric with red polka dots
raso nero /black satin	black satin
sandalo	Sandal
scarpa ballerina	Ballerina shoe
vitello marrone	Brown calfskin
scarpa monkstrap	monkstrap shoe
pony e capretto marrone	brown pony leather and kidskin
polacch./tronch. liscio	smooth ankle boot
camoscio senape e kaki	Mustard and khaki chamois leather
scarpa aperta dietro con cinturino (chanel)	Open back strap shoe (chanel)
capretto rosso con riporti in legno	Red kidskin with wooden carvings
scarpa scollata	Décolleté shoe
capretto rosso	Red kidskin
scarpa mocassino (loafer)	Mocassin shoe (loafer)
raso rosso e laminato oro	Red satin and gold laminate
scarpa derby	Derby shoe
capretto giallo e rete paglia	Yellow kidskin and straw net
scarpa francesina (o oxford)	brogue shoe (or oxford)
Costumi teatrali e cinematografici	Theatre and film costumes
Abito in seta ricamata	Embroidered silk dress
"Completo in seta stampata disegno ""Wing"" nei toni del celeste composto da Caftano lungo con profondo scollo a ""V"", manica ad ali, vita alta con fusciacca, pieghe sul davanti e body con profondo scollo a ""V"" e spallina larga."	Ensemble made of printed silk with 'Wing’ motif in light blue tones composed of a long Caftano with deep ‘V’ neckline, wing sleeve, high waist with belt, folds on the front and a bodysuit with deep ‘V’ neckline and wide shoulder strap.
"Completo in seta stampata disegno ""Wing"" nei toni del celeste, composto da abito lungo copricostume con scollo ampio, spallina stretta, fascia gioiello sul seno con applicazioni in plastica, allacciatura sul davanti, vita alta stile impero, gonna linea ampia, aperta sul davanti e slip costume abbinato."	Ensemble made of silk printed with ‘Wing’ motif in light blue tones, consisting of a beach robe with a wide neckline, narrow shoulder straps, jewel band on the breast with plastic applications, fastening on the front, empire-style high waistline, broad skirt, open on the front, and matching bikini bottom,
Abito lungo in seta in tinta unita di colore celeste con collo giro gioiello con applicazioni in plastica, abbottonato sulla parte alta, linea dritta, aperto sul davanti, indossato su tunica in seta in tinta unita di colore bianco, linea dritta.	Long dress made of light blue silk with round neck with plastic applications, buttoned on the top, straight line, open on the front, worn on a tunic in white silk, straight line.
Top in pizzo misto cotone	Top made of lace and cotton
Abito lungo in misto seta stampata	Long dress in mixed printed silk
"Abito lungo in misto seta stampata disegno ""Ottagoni"" nei colori del bianco, nero e toni del blu, con ampio scollo a ""V"", spallina stretta, motivi a punta sul davanti, vita alta, linea ampia, cannone sul davanti. Fodera in seta color carne."	Long dress in mixed silk printed with ‘Ottagoni’  motif in white, black and blue tones, with wide ‘V’ neckline, narrow shoulder straps, pointed patterns on the front, high waist, wide A line, cannon fold on the front. Lining in nude silk.
Mostra di costumi di scena della Fondazione Cerratelli. Costumi realizzati dal costumista Danilo Donati per la pellicola Fratello Sole Sorella Luna di Franco Zeffirelli, 1972. La mostra è stata allestita nella Basilica di San Francesco ad Assisi con l'intento di riportare i costumi nella città di Francesco e per creare così suggestioni visive ed emotive.	Exhibition of stage costumes of the Cerratelli Foundation. Costumes made by costume designer Danilo Donati for the movie ‘Fratello Sole Sorella Luna’ by Franco Zeffirelli, 1972. The exhibition was set up in the Basilica of San Francesco in Assisi with the aim of bringing the costumes back to the city of Francesco and thus creating visual and emotional suggestions.
Italia, Assisi.	Italy, Assisi.
Romeo e Giulietta	Romeo and Juliet
America, New York.	America, New York.
Pisana Vestimenta	Pisana Vestimenta
Mostra di costumi di scena della Fondazione Cerratelli. Costumi realizzati, nel Novecento, da costumisti di fama internazionale per i più importanti teatri di tutto il mondo e per il cinema. Ricostruzione di vesti  trecentesche dipinte  nell'affresco del Trionfo della Morte di Buonamico Buffalmacco (1336 - 1341) nel Camposanto Monumetale di Pisa.	Exhibition of stage costumes of the Cerratelli Foundation. Costumes made, in the twentieth century, by internationally renowned costume designers for the most important theatres worldwide and for cinema. Reconstruction of fourteenth-century robes painted in the fresco of the Triumph of the Death of Buonamico Buffalmacco (1336 - 1341) in the Monumetal Camposanto in Pisa.
Italia, Caraglio - Cuneo.	Italy, Caraglio - Cuneo.
Abiti per il Don Giovanni	Dresses for Don Giovanni
Costumi teatrali	Theatre costumes
"Costume teatrale per il personaggio dell'ancella di Turandot per Turandot di Puccini, rappresentazione teatrale diretta da Angelo Bertini nel 2014 al Festival Puccini di Torre del Lago (LU). Costume di ispirazione orientale che identifica la figura dell'ancella e rievoca un mondo fiabesco. Ideazione e progetto del costume sono di Angelo Bertini (regista, costumista e scenografo), che si ispira al gusto estetico dell’Arte Decò (con richiami a influenze dell’Arte Nouveau, al bizantinismo klimtiano e al grafismo di Beardsley) e dell’esotismo; manifattura a cura della Fondazione Cerratelli. Il costume è stato indossato dalla cantante lirica Myrto Bocolini.

Dettagli: Costume in seta bianca decorato con motivi geomterici circolari in pelle dorata. Il costume riprende i motivi decorativi presenti sul costume della principessa Turandot mettendo così in evdinza il legame tra i due personaggi. 

Esposizioni: Le donne di Puccini, Fondazione Cerratelli, San Giuliano Terme (Pisa), 2014-2015."	Theatrical costume for the character of Turandot's ancel for Puccini's Turandot, theatrical performance directed by Angelo Bertini in 2014 at the Festival Puccini in Torre del Lago (LU). Costumes identifying the figure of the ancella and reviving a fairy world. Ideas and design of the costume are by Angelo Bertini (director, costume designer and designer), who is inspired by the aesthetic taste of Decò Art (with references to influences of Nouveau Art, Klimtian Byzantinism and Beardsley's graphism) and exotism; manufactory edited by the Cerratelli Foundation. The costume was worn by lyric singer Myrto Bocolini. Details: White silk costume decorated with circular geomteric motifs in gilt. The costume picks on the decorative motifs found on Princess Turandot's costume thus evading the link between the two characters. Expositions: The women of Puccini, Cerratelli Foundation, San Giuliano Terme (Pisa), 2014-2015.
Costume da danza	Dance costume
Mosaico	Mosaic
Disegno a mano	Hand drawing
Il figurino presenta il disegno di una silhouette intera femminile, composta da un vestito rosso a scollo totale dritto, con ampia gonna vaporosa. La silhouette è colorata con pantoni e matita, simulando la texture del tessuto.	The sketch presents the design of a female silhouette, composed of a straight total neck-red dress, with a wide wide skirt. The silhouette is painted with Pantone and pencil, simulating the texture of the fabric.
Il bozzetto presenta un disegno a mano di una silhouette intera femminile composta da una casacca lunga con pettorina rigata blu e maniche lunghe nere, con una fusciacca nera e un ampio pantalone nero e calze blu. Il foglio è marcato Giorgio Armani ed è segnata la lettera Z.	The sketch portrays a silhouette composed of a long jacket with a blue striped hairpin and black long sleeves, with a black belt and large black trousers and blue socks. The sketch is marked Giorgio Armani and marked with the letter Z.
Il figurino presenta il disegno di una silhouette intera femminile composta da una casacca nera con le spalle segnate da inserti rossi e un pantalone svasato, con un piccolo cappello e scarpe basse e nere. Rappresenta un ensemble della collezione Kagemusha.	The drawing portrays a female silhouette composed of a black jacket with shoulders marked by red inserts and a flared trousers, with a small hat and low black shoes. It represents an ensemble in the Kagemusha collection.
Il figurino presenta il disegno di una silhouette intera femminile composta da un abito nero, lungo, dal taglio a guaina, con scollo a fascia bianco che simula un polsino da camicia. La silhouette è colorata con pantoni e matita colorata.	The sketch presents the design of a female silhouette consisting of a long, black dress, sheathed cut, with a white band neck that simulates a shirt cuff. The silhouette is coloured with trousers and coloured pencil.
Il look si compone di una giacca doppiopetto in lana e un pantalone in seta al malleolo con fondo svasato. L'ensemble è completato da una pochette in vitello stampato con grande pietra cabochon trasparente centrale e un paio di scarpe scamosciate con applicazioni in pizzo e tacco altosagomato color oro anticato. Fa parte della collezione 'Boudoir', i cui design alludono al corpo femminile giocando con forme classiche addolcite da tessuti preziosi e scivolati. Una collezione ispirata al sogno, che vuole riflettere sull'intimo rito dell'abbigliamento. Il look è esemplificativo del sentire della collezione, che elegge il rosa e le sue sfumature talcate a colore caratterizzante. Compare nella campagna pubblicitaria Giorgio Armani autunno/inverno 2011-12 fotografato da Mert Alas e Marcus Piggott e indossato da Sasha Pivovarova. La giacca è stata indossata da Cate Blanchett per la premiere del film Hanna al Sidney Film Festival, tenutasi allo State Theater di Sidney, l'8 giugno 2011.	The look consists of a double-breasted wool jacket and a silk trousers at the malleolus with a flared bottom. The ensemble is supplemented by a small pochette with a large transparent central cabochon stone and a pair of suede shoes with applications in lace and antique gold-coloured high heel. Part of the collection ‘Boudoir,’ whose designs allude to the female body by playing with classic shapes softened by precious and slippery fabrics. A collection inspired by the dream of dress. The look exemplifies the feeling of the collection, which elects the pink and its talcated shades in a distinctive color. Appears in the advertising campaign Giorgio Armani Fall/Winter 2011-12 photographed by Mister Alas and Marcus Piggott worn by Sasha Pivovarova. The jacket was worn by Cate Blanchett for the première of the movie Hanna at the Sidney Film Festival, held at the State Theatre in Sidney, on June 8, 2011.
Corta giacca, fondo aperto pantaloni	Short jacket, wide trousers
Palazzo pantaloni, bustier vestito	Palazzo trousers, bustier dress
Il look è composto da un vestito bustier in velluto con grandi rose ricamate. L'ensemble fa parte della collezione autunno/inverno 1993-94, che celebra il 'nuovissimo lusso', che mischia elementi iper-femminili a linee e costruzioni dichiaratamente maschili, in colori pieni e pastosi, 'rubati dalla tavolozza di Matisse', come dichiara il comunicato stampa.	The look is composed of a velvet bustier dress with large embroidered roses. The ensemble is part of the fall/winter 1993-94 collection, celebrating the ‘brand-new luxury,’ which blends hyper-feminine elements to lines and constructions that are distinctly masculine, in full and pasty colours, ‘stolen from Matisse's palette,’ as stated in the press release.
Il look è composto da una giacca in seta barrée e un pantalone ampio in seta ricamato; è completato da un paio di guanti e due paia di scarpe. Il look appartiene alla collezione primavera/estate 1992, in cui il 'peso della moda' viene sostituito dalla 'leggerezza dello chic', con abiti dalla vestibilità comoda e dalla forma essenziale, e look realizzati con tessuti coordinati da indossare con la facilità di una tuta, in modo rilassato; i tessuti utilizzati hanno stampe dal sapore esotico, dai disegni accennati e dai colori soffusi che ricordano le stampe a batik. Il completo è stato indossato da Jodie Foster in occasione della 64ª edizione della cerimonia di premiazione degli Oscar tenutasi al Dorothy Chandler Pavilion di Los Angeles il 30 marzo 1992, dove Foster vince il premio come Miglior Attrice Protagonista nel film 'Il Silenzio degli Innocenti'.	The look is composed of a barrée silk jacket and large embroidered silk trousers; it is completed by a pair of gloves and two pairs of shoes. The look belongs to the spring/summer 1992 collection, in which the ‘weight of fashion’ is replaced by the ‘lightness of chic,’ with clothes of comfortable fit and essential shape, and looks made with fabrics coordinated to wear with ease of a suit, relaxed; the fabrics used have prints with exotic flavor, hinted designs and blowing colours reminiscent of batik prints. The complete was worn by Jodie Foster during the 64th Academy Awards ceremony at the Dorothy Chandler Pavilion in Los Angeles on March 30, 1992, where Foster wins the award for Best Actress in the movie ‘The Silence of the Lamb.’
Vocazione di San Matteo	Vocazione di San Matteo
sport	sport
Vittorio De Sica – Umberto D	Vittorio De Sica - Umberto D
Vespa	Vespa
Varia Umanità	Various humanity
Capita	It happens
Dipinto sulla parete cieca di un palazzo di edilizia popolare nel quartiere di Ponte Mammolo, protagonista dell'immagine è un gigantesco toboga costituito da un groviglio di tubi e scivoli. Un esercito di omini tutti uguali, incagliato tra le spire colorate, scivola nella melma sottostante. L'opera vuol essere una metafora di ciò a cui sta andando incontro l'umanità.	Painted on the blind wall of a social housing building in the Ponte Mammolo district, the protagonist of the image is a gigantic toboga made up of a tangle of tubes and slides. An army of little men all the same size, stranded among the colored coils, slips into the mud below. The work is meant to be a metaphor of what humanity is going towards.
Su una panchina a Riviera di Chiaia	On a bench in Riviera di Chiaia
Civetta	Owl
Parte dell'Opera pubblica a due mani (Hitnes e Lucamaleonte) inaugurata dall'ex Municipio Roma XI, 999CONTEMPORARY e OIKOS con il supporto operativo di Walls. Il progetto è stato interamente finanziato dall’associazione 999CONTEMPORARY senza nessun costo per la comunità. L'opera è scomparsa in occasione dei lavori di ristrutturazione del sottopasso.	Part of the two-handed Public Opera (Hitnes and Lucamaleonte) inaugurated by the former Town Hall Rome XI, 999CONTEMPORARY and OIKOS with the operational support of Walls. Part of the two-handed public work (Hitnes and Lucamaleonte) inaugurated by the former Municipality of Rome XI, 999CONTEMPORARY and OIKOS with the operational support of Walls. The project was fully funded by the 999CONTEMPORARY association at no cost to the community. The work disappeared during the renovation works of the underpass.
Croma	Croma
Quartiere Ostiense. Via delle Conce. Murale realizzato dal brasiliano Herbert Baglione, già artista della Biennale d'Arte di San Paolo, e per la prima volta in Europa a cimentarsi sulle superfici urbane di grande formato in occasione dell'OUTDOOR Urban Art Festival 2011. Il murale è stato realizzato lungo la parete esterna della storica rivendita di legnami Blasi, azienda operante nel settore del legno a Roma sin dal 1750.	Ostiense District. Via delle Conce. Mural made by the Brazilian Herbert Baglione, former artist at the San Paolo Biennial of Art, and for the first time in Europe to experiment on large urban surfaces during the 2011 OUTDOOR Urban Art Festival. The mural was built along the outer wall of the historic Blasi wood resale present in Rome since 1750.
L'opera raffigura un David di Michelangelo pingue e una Venere di Milo griffata. Il David si scatta un selfie. Fanno da cornice figurine mostruose e personaggi che riempiono i carrelli della spesa, lanciano bombe e guidano carri armati. Realizzata nello storico quartiere romano del Quarticciolo	The work depicts a fat David by Michelangelo and a signed Venus de Milo. David takes a selfie. Monstrous figurines and characters filling shopping carts, throwing bombs and driving tanks are framed. Made in the historic Roman district of Quarticciolo.
Elefanti bianchi e neri	White and black elephants
Facce	Faces
Gigantesco murale a sfondo sociale, realizzato senza alcuna autorizzazione ufficiale e interamente finanziato dagli occupanti dell'Ex Caserma dell'Aeronautica militare nel quartiere Ostiense. Durante i due anni impiegati per realizzare il murale, l'artista ha lavorato e vissuto nell'edificio.	A social mural, made without any official permission and entirely funded by the occupants of the former Air Force Barracks in the Ostiense district. During the two years used to make the mural, the artist worked and lived in the building.
Figure femminili con braccia distese	Female figures with extended arms
Forte Prenestino	Forte Prenestino
Gandhi	Gandhi
Garibaldi	Garibaldi
Gatto	Cat
Gatto giallo alato	Winged yellow cat
Genuine Cheese	Genuine Cheese
Gigante sdraiato	Giant lying down
Giganti sdraiati	Lying Giants
Giraffe in tandem	Giraffes in tandem
Guerrieri	Warriors
Il carcere di Rebibbia	Rebibbia prison
Le sbarre delle finestre del carcere di Rebibbia sono divelte dalle tentacolari radici di un albero dai colori della bandiera della pace che si arrampica in cima all'edificio di edilizia popolare, poco distante dal penitenziario. L'opera è stata finanziata dal basso grazie all'intervento del Comitato di quartiere Mammut.	The bars of the windows of the prison in Rebibbia are revealed by the tentacular roots of a tree with the colours of the flag of peace climbing on top of the public housing building, not far from the penitentiary. The work received popular funding through the intervention of the district committee Mammut.
"Top in pizzo misto cotone ispirato a disegno ""Quadrifoglio"" in tinta unita di colore bianco, con collo ovale, spallina larga, linea svasata. Fodera in seta color carne."	White lace cotton top inspired by the ‘Quadrifoglio’ motif, with oval neckline, wide shoulder straps, flared line. Lining in nude silk.
Cose Curiose	Curious Things
Cronaca con l'obiettivo	Chronicle with the camera lens
Nel mondo dell'arte	In the world of art
Il quarto stato	The fourth state
L’occhio di Pasolini	Pasolini's eye
L’orecchio destro	The right ear
L’uomo con gli orologi	Man with clocks
Realizzato in Schlesicsche Strasse	Made in Schlesische Strasse
La crocifissione di San  Pietro	St. Peter's crucifixion
"Stencil su legno realizzato su una tavola infissa sulla parete di un edificio in Largo Toniolo. Il soggetto riprende la ""Crocifissione di San Pietro"" del Caravaggio, conservata nella Chiesa di San Luigi dei Francesi. Nel 2012 l'oggetto è stato rubato."	Stencils on wood made on a fixed table on the wall of a building in Largo Toniolo. The subject takes up the ‘Crucifixion of St. Peter’ of the Caravaggio, preserved in the Church of Santa Maria del Popolo. In 2012 the object was stolen.
Le migrazioni autunnali	Autumn migrations
In uno degli ambienti di comunità dell'ex Fabbrica Fiorucci, trasformato in MAAM, Museo dell'Altro e dell'Altrove, un murale in bianco e nero che raffigura una pletora di uomini e animali di tutte le etnie che popolano mare, terra e cielo. L'immagine è parziale.	In one of the community environments of the former Fiorucci Factory, turned into MAAM, Museum of the Other and the Elsewhere, a black and white mural depicting a plethora of men and animals of all ethnicities that inhabit sea, land and sky. The image is partial.
Manichino	dummy
A Place Clichy	At Place Clichy
Mare in tempesta	Stormy Sea
Opera realizzata al tempo della prima occupazione dell'ex fabbrica Fiorucci, quando lo spazio non era ancora stato trasformato in MAAM, Museo dell'Altro e dell'Altrove. L'opera, che raffigura piccole balene arancioni e uccelli galleggianti, si colloca nella sala delle vasche di scolo della ex fabbrica.	Artwork built at the time of the first occupation of the former Fiorucci factory, when the space had not yet been transformed into MAAM, Museum of the Other and the Elsewhere. The work, which depicts small orange whales and floating birds, is located in the hall of the drain tanks of the former factory.
"Una delle quattro opere realizzate a sostegno di ""CantiereImpero"", il laboratorio di progettazione partecipato promosso dal Comitato di Quartiere di Tor Pignattara, che dal 2011 coinvolge i cittadini, le istituzioni e la proprietà nella definizione di un patto di rete finalizzato alla riapertura del cinema."	One of four artworks in support of CantiereImpero, the participating planning laboratory promoted by the Tor Pignattara District Committee, which since 2011 involves citizens, institutions and the owner in the definition of a network pact aimed at reopening the cinema.
Melting Icons: Pier Paolo Pasolini	Melting Icons: Pier Paolo Pasolini
Monna Lisa e smiles	Monna Lisa and smiles
Nido di vespe	Wasps' nest
No al razzismo	No racism
Nostra signora de futteball	Our lady de futteball
Nostra Signora di Shanghai	Our Lady of Shanghai
Nuotatore	Swimmer
Orso	Bear
"Cinque facciate di palazzine popolari sono decorate con intrecci lussureggianti di piante e animali oversize. Realizzato nel quartiere romano San Basilio in occasione di ""SANBA"", progetto di riqualificazione degli spazi urbani e di avvicinamento degli abitanti del quartiere all’arte pubblica coinvolgendoli e trasformandoli in spettatori attivi."	Five tenement façades are decorated with lush plaits of oversized plants and animals. Built in the Roman quarter San Basilio for ‘SANBA,’ project for the redevelopment of urban areas and the approaching of the residents of the neighbourhood to public art involving them and transforming them into active spectators.
Pantecane	Rats
Pesce	Fish
In Via di Capannelle	Via di Capannelle
Pinocchio	Pinocchio
Piovra gigante	Giant octopus
Ratto con ombrello	Umbrella rat
Ritratto	Portrait
Ritratto femminile con colombe	Female portrait with doves
Ritratto maschile	Male portrait
Scene di vita quotidiana	Scenes of everyday life
Spettacolo, rinnovamento, maturità	Entertainment, renewal, maturity
Spirale della storia della terra	Spiral of earth history
Poster che rivisita in chiave politica la Maternità del futurista Gino Severini, installato in occasione del 70 anniversario della Liberazione d'Italia celebrato il 25 aprile 2015. A fianco due poster più piccoli. Il primo raffigura Argo Secondari, antifascista, anarchico, ardito del popolo, il secondo, Guido Picelli, deputato, antifascista, caduto durante la Guerra civile spagnola.	Poster revisiting the Maternity of futurist Gino Severini, installed on the occasion of the 70th anniversary of the Liberation of Italy celebrated on April 25, 2015. Along with two smaller posters. The first depicts Argo Secondari, antifascist, anarchist, ardite of the people, the second, Guido Picelli, MP, antifascist, who died during the Spanish Civil War.
Uccelli	Birds
Uomini di Neanderthal	Neanderthal men
In Via Bagnoli	Via Bagnoli
Uomini scotch	Scotch men
In Via Prenestina	Via Prenestina
Uomo pensante e protome taurina	Thinking man and taurine protome
Vecchie glorie del ciclismo	Old glories of cycling
Bianchi	White
De Magny 1887 Triciclo	De Magny 1887 Tricycle
Tarlarini 1885-87	Tarlarini 1885-87
Mazza 1886	Mazza 1886
Marley 1888-89	Marley 1888-89
