ORIGINAL TEXT	TRANSLATION
Figure en manteau gris, maison Marcelle Dormoy, collection été 1933	Figure in gray coat, Marcel Dormoy house, Summer 1933 collection
Croquis d'un modèle Carven de l'hiver 1956.	Sketch of a Carven model from the winter of 1956.
Dessin, sur feuille de papier dessinée et peinte sur le recto	Drawing, on sheet of paper drawn and painted on the front
"Original language summary: <br/>
Séquence sur Zénobe Gramme (1826-1901); ingénieur électricien qui a inventé la dynamo."	Original language summary: <br/> Sequence on Zenobus Gramme (1826-1901); electrical engineer who invented the dynamo.
"Original language summary: <br/>
Le processus de fabrication du sucre du champ de betteraves à la tasse de café."	Original language summary: <br/> The sugar manufacturing process from the beet field to the cup of coffee.
"Original language summary: <br/>
Les hommes de pierre, ce sont les « rocteurs », les ouvriers carriers qui, travaillant au « buffet », extraient d’énormes blocs de pierre au fond des carrières de marbre ou de pierre bleue."	Original language summary: <br/> Stone men are ‘roctors,’ workers who, working at the ‘buffet,’ extract huge blocks of stone from the bottom of marble or blue stone quarries.
"Original language summary: <br/>
Bagdad : fête pour les 47 ans du président Saddam Hussein, alors que le pays est plongé dans une guerre sanglante avec l’Iran de l’Ayatollah Khomeiny."	Original language summary: <br/> Baghdad: President Saddam Hussein ‘s 47-year holiday, while the country is plunged into a bloody war with Ayatollah Khomeini’ s Iran.
"Original language summary: <br/>
Lessines (Hainaut) : le travail dans les carrières de porphyre, utilisé pour la fabrication de pavés."	Original language summary: <br/> Lessines (Hainaut): work in porphyry quarries, used for the manufacture of pavers.
Robe sans manches roses et chapeau bleu / tailleur rose et chapeau bleu	Pink robe without sleeves and blue hat/pink tailor and blue hat
Robe bleue à manches trois quarts et chapeau toque assorti	Blue dress with three quarters sleeves and matching toque hat
"Original language summary: <br/>
Greenpeace s’oppose à l’incinération de déchets toxiques en Mer du Nord et prend d’assaut des bateaux incinérateurs."	Original language summary: <br/> Greenpeace opposes the incineration of toxic waste in the North Sea and storms incinerators.
"Original language summary: <br/>
Woluwé-Saint-Lambert, Bruxelles : projets pour le square Meudon et le cimetière d’Etterbeek."	Original language summary: <br/> Woluwé-Saint-Lambert, Brussels: projects for the square Meudon and the cemetery of Etterbeek.
"Original language summary: <br/>
Une approche critique de l'environnement urbain à Bruxelles."	Original language summary: <br/> A critical approach to the urban environment in Brussels.
"Au recto du dessin, en haut à droite, au crayon graphite et à l'encre noire : """"PIGEON"" / en bleu"""	On the front of the drawing, at the top right, with graphite pencil and black ink: ‘’ PIGEON ‘/ in blue’
"Au recto du dessin, en bas à droite, à l'encre noire : ""CH / M"""	On the front of the drawing, at the bottom right, in black ink: ‘CH/M’
Dessins de la collection Carven de l'hiver 1963 réunis en album.	Drawings of the 1963 Winter Carven Collection in an album
"Sur la page de l'album, en haut à gauche, à l'encre noire : ""100"""	On the page of the album, at the top left, in black ink: ‘100’
"Au recto, en haut au milieu, au crayon graphite : ""Grelot"""	On the front, in the middle, with graphite pencil: ‘Grelot’
Petit cachet ou poids (?), carré, sommet tronconique percé, patine verte pulvérulente.	Small stamp or weight (?), squared, truncated conical top pierced, green powdery patina.
Robe en jersey de viscose, gris foncé et gris acier, robe entièrement plissée, panneaux gris bicolores croisés et drapés devant, pan gris devant, flottant sur la jupe, fond de jupe en crêpe de laine vieux rose. La ceinture est en jersey de viscose gris foncé.	Jug dress made of viscose, dark gray and steel gray, fully pleated dress, gray cross-colored panels and draped in front, gray pan in front, floating on the skirt, pancake base of old pink wool. The belt is made of dark gray viscose jersey.
Don manuel Bon (Madame)	Don manuel Bon (Madame)
"Au recto du dessin en haut à droite, à la gouache noire : ""Papirus - 73"""	On the front of the drawing at the top right, with black gouache: ‘Papirus - 73’
"Au recto du dessin en haut à droite, à la gouache noire : ""- Osiris- 45-"""	On the front of the drawing at the top right, with black gouache: ‘- Osiris- 45-’
"Au recto du dessin en haut à droite, à la gouache noire : ""Albâtre 39-"""	On the front of the drawing at the top right, with black gouache: ‘Alabaster 39-’
"Au recto du dessin, en haut à droite, à la pierre noire : ""CROCODILE"""	On the front of the drawing, at the top right, with black stone: ‘CROCODILE’
"Original language summary: <br/>
Pourquoi la Belgique connaît-elle des micro-climats?"	Original language summary: <br/> Why does Belgium experience microclimates?
"Original language summary: <br/>
Bruxelles : le sud-est de Bruxelles  connaît une invasion de cochenilles qui abîment les arbres et salissent les voitures."	Original language summary: <br/> Brussels: the southeast of Brussels is experiencing an invasion of cochineal insects that damage trees and dirty cars.
"Original language summary: <br/>
Exposé de Jean-Marie Brismée, professeur de pathologie végétale à l’Institut de l’enseignement horticole de Gembloux sur les parasites broyeurs et les parasites suceurs et sur la lutte contre les parasites."	Original language summary: <br/> Presentation by Jean-Marie Brismé, professor of plant pathology at the Gembloux Institute of Horticultural Education on grinding parasites and sucking parasites and on pest control.
"Original language summary: <br/>
La région Nord du Canal Nimy-Blaton."	Original language summary: <br/> The North region of the Nimy-Blaton Canal.
"Original language summary: <br/>
Viesville est un village dynamique aux environs de Pont-à-Celles. Les habitants y connaissent le sens du mot          « environnement »."	Original language summary: <br/> Viesville is a vibrant village near Pont-à-Celles. The inhabitants know the meaning of the word ‘environment.’
"Original language summary: <br/>
Le bureau de demain: les différentes méthodes pour améliorer la communication au bureau: le traitement de texte."	Original language summary: <br/> Tomorrow’s office: the various methods to improve communication in the office: text processing.
"Original language summary: <br/>
Interview de l’artiste par le critique d’art Marc Restany."	Original language summary: <br/> Interview of the artist by art critic Marc Restany.
"Original language summary: <br/>
Samarie: installation d’une colonie de peuplement à 25 km de Naplouse."	Original language summary: <br/> Samaria: colony settlement 25 km from Nablus.
"Original language summary: <br/>
Les archives générales du Royaume entreprennent la restauration de sa vaste collection d'affiches de la première guerre mondiale."	Original language summary: <br/> The general archives of the Kingdom undertake the restoration of its extensive collection of posters from the First World War.
"Original language summary: <br/>
Interview de Wernher von Braun (1912-1977), ingénieur allemand, commandant SS qui a joué un rôle majeur dans la mise au point des fusées. Il  devint un des principaux responsables de la NASA."	Original language summary: <br/> Interview with Wernher von Braun (1912-1977), German engineer, SS commander who played a major role in the development of rockets. He became one of NASA’s main officials.
Manteau noir et blanc à col montant et demi manches, descendant sous le genou et gants longs noirs	Black and white coat with rim neck and half sleeves, descending under the knee and black long gloves
Robe cintrée turquoise à motif violet, à bustier plissé sur le devant, les épaules et les hanches et jupe évasée fluide descendant sous le genou et gants longs	Turquoise arched dress with purple motif, with bustier pleated on the front, shoulders and hips and fluid flaring skirt descending under the knee and long gloves
Tailleur à carreaux jaune avec ceinture à boucle et chapeau	Yellow tile sharer with buckle belt and hat
Don manuel Kister, Dominique (Madame)	Don Manuel Kister, Dominique (Madame)
Don manuel Schlumberger, Sao	 manual donation Schlumberger, Sao
Fondation Pierre Bergé - Yves Saint Laurent	Pierre Bergé Foundation - Yves Saint Laurent
Don manuel Viguier, Henry (héritiers de)	Viguier, Henry (heirs of)
Don manuel Liesville, Alfred de, vicomte	Don manuel Liesville, Alfred de, Viscount
Achat en vente publique Gattiker	Purchase for public sale Gattiker
Don manuel François, Jean-Jacques (Monsieur et Madame)	Donation manuel, François, Jean-Jacques (Mr. and Mrs.)
Robe de dîner noire, drapée, plissée	Black dinner dress, draped, pleated
Achat François, Jean-Jacques (Monsieur et Madame)	Buy François, Jean-Jacques (Mr. and Mrs.)
Veste, robe, paire d'épaulettes et 2 ceintures	Jacket, dress, pair of shoulder pads and 2 belts
Don manuel Rouffiange, Roger	manual donation Rouffiange, Roger
Figures en tailleur, Marcelle Dormoy, Eté 1949	Figures in suit, Marcel Dormoy, Eté 1949
Ensemble de modèles de la collection, Eté 1949, de la maison Marcelle Dormoy	Set of models from the collection, summer 1949, of the Marcel Dormoy house
Inscription rétrospective suite au récolement	Retrospective inscription following the harvest
Ensemble de modèles de la collection, Hiver 1948-1949, demi-saison, de la maison Marcelle Dormoy	Model set of the collection, Winter 1948-1949, half-season, of the Marcel Dormoy House
Esquisses, Archives graphiques de la maison Grès de 1945 à 1970	Sketches, Graphic Archive of the Grès House from 1945 to 1970
"Tampon sur la page de l'album en haut à droite, à l'encre noire : ""3""."	Stamp on the album page at the top right, in black ink: ‘3.’
Ensemble de modèles de la collection, Hiver 1946-1947, de la maison Marcelle Dormoy	Model set of the collection, Winter 1946-1947, of the Marcel Dormoy House
Ensemble de modèles de la collection, automne 1942 de la maison Marcelle Dormoy	Model set of the collection, autumn 1942 of the Marcel Dormoy house
Ensemble de modèles de la collection, Hiver 1931-1932, de la maison Marcelle Dormoy	Model set of the collection, Winter 1931-1932, of the Marcel Dormoy House
Robe de mariée à bustier boutonné sur le devant, Robes de mariées 1950, Fonds d'archives graphiques de la maison Raphaël	Wedding dress with bustier on the front, Wedding dresses 1950, Graphic Archive Fund of the Raphael house
Esquisse de manteau à manches bouffantes et col montant, Archives graphiques de la maison Grès, Automne-Hiver 1951	Sketch of a mantle with hot sleeves and high neck, Graphic Archive of the Grès House, Autumn-Winter 1951
Don manuel Labourdette, J. Henri (Madame)	manual gift, Labourdette J. Henri (Madame)
Gobelet ovoïde en céramique engobée en argile orange à engobe noir brunâtre.	Ovoid beaker made of orange clay with brownish black engobe.
Bol, intérieur portant au centre un écusson gravé, au bord quelques petits coups de peigne, extérieur uni, petite base se retrécissant, creusée, couverte crème, craquelée, terre cuite beige clair.	Bowl, inside with engraved shield, on the edge a few small comb shots, plain exterior, small base shrinking, dug, covered cream, cracking, light beige terracotta.
Don manuel Gaztelumendi, Odile	Manual gift Gaztelumendi, Odile
Don manuel Nicolas, Pierre (Madame)	Don Manuel Nicolas, Pierre (Madame)
Robe à plis plats ceinturée et boutonnée sur le côté de la maison Raphaël, Fonds d'archives graphiques de Roger Rouffiange	Flat folded dress with belted and buttoned on the side by Raphael house, Roger Rouffiange’s Graphic Archive Fund
Figures en manteau, Marcelle Dormoy, Eté 1949	Figures in a coat, Marcel Dormoy, summer 1949
Esquisses de robes du soir et manteaux, Archives graphiques de la maison Grès de 1945 à 1970	Sketches of evening dresses and coats, Graphic Archive of the Grès house from 1945 to 1970
Ensemble de modèles de la collection, Eté 1947, de la maison Marcelle Dormoy	Set of models from the collection, Summer 1947, of the Marcel Dormoy house
Ensemble de modèles de la collection, été 1946, de la maison Marcelle Dormoy	Set of models from the collection, summer 1946, of the Marcel Dormoy house
"Au recto, à droite de la figure, signature au crayon graphite: ""[Illisible] Jeannet?"""	On the front, to the right of the figure, signature with graphite pencil: ‘[Unreadable] Jeannet?’
"Générique début de ""Cherchez la France"""	Opening credits of ‘Cherchez la France’
La piste aux étoiles : Emission du 9 mars 1966	The Star Track: Broadcast of 9 March 1966
Référence Géographique >  Asie >  Asie du Sud-Est >  Vietnam >  Vietnam du Nord (région) >  Côte Nord-Central (région) >  Thanh Hoa (province) >  Lach Truong	Geographical Reference> Asia> South East Asia> Vietnam> North Vietnam (region)> North Central Coast (region)> Thanh Hoa (province)> Lach Truong
Robe cintrée couleur cornaline avec haut à larges bretelles et jupe juponnante à deux volants à mi-mollet et gants mi-longs	Colour-coloured arched dress with large shoulder straps and skirt with two half calf wheels and half long gloves
Tailleur vichy beige avec veste à manches trois quarts et jupe plissée	Beige Vichy tailor with three-quarter sleeve jacket and pleated skirt
Manteau ample évasé, descendant sous le genou, à bandes grises, marron et blanches, à col à revers et manches trois quarts à revers et plis creux dans le dos	Flaring loose coat, descending under the knee, with gray, brown and white stripes, facing neck and three quarters facing and hollow folds in the back
Robe, sa ceinture et son jupon. Robe courte en jersey de soie rouge, corsage en symétrie devant et au dos, décolleté en pointe devant et au dos, sans manches, corsage plissé et croisé sur la poitrine, fermeture milieu dos. Ceinture-lien et jupon court.	Dress, its belt and jupon. Short dress in red silk jersey, bodice in symmetry in front and back, neckline in front and back, without sleeves, bodice pleated and crossed on the chest, middle back closure. Low back and short jupon.
"Inscription sur bolduc en toile glacée intérieur couture côté gauche, manuscrit noir sur fond écru : ""2001""."	Inscription on a bolduc in glazed canvas facing the left, black manuscript on a background: ‘2001.’
Costume de bal du fils de la marquise de Lenoncourt	Ball costume of the son of the Marquis of Lenoncourt
Don manuel Fondation Pierre Bergé - Yves Saint Laurent	Donation manuel Pierre Bergé Foundation - Yves Saint Laurent
Don manuel Graftieaux, Pierre (Madame)	Mnual donation,Graftieaux, Pierre (Madame)
Don manuel Vogue Paris Foundation	Vogue Paris Foundation manual donation
Don manuel Société de l'Histoire du Costume (SHC)	Donation manuel Society of Costume History (SHC)
Figures en robe de face et de trois quarts dos, maison Marcelle Dormoy, Hiver 1948-1949, demi-saison	Figures in front dress and three quarters back, Marcel Dormoy house, Winter 1948-1949, half season
Sciences et psychanalyse; 1 : Freud et les sciences	Science and psychoanalysis; 1: Freud and science
Assiette en terra sigillata avec marque.	Terra sigillata plate with stamp.
Boucle rectangulaire avec ardillon à base circulaire.	Rectangular buckle with prong with circular base.
"Au verso, en haut à gauche, au crayon graphite : ""141.L. / 186. O."""	On the verso, at the top left, in a graphite pencil: ‘141.L./186. O.’
"Tampon au recto en bas à droite dans un rectangle : ""MADAME GRES PARIS""."	Stamp with recto at the bottom right in a rectangle: ‘MADAME GRES PARIS.’
"Au recto, en haut à droite, à l'encre noire : ""Serpentine"""	On the front, at the top right, in black ink: ‘Serpentine’
Feuillet peint perforé sur la gauche	Painted leaflet perforated on the left
"Timbre sec dans le coin inférieur gauche : (écu contenant un caducée encadré des lettres C et F et surmonté de l'inscription ""Bristol"")"	Dry stamp in the lower left corner: (shield containing a caducée framed with the letters C and F and decorated with the inscription ‘Bristol’)
Bande large, avec une bordure de pierres imitées, 4 bandes creuses et 4 motifs de fleurs.	Wide band, with a border of imitated stones, 4 hollow bands and 4 flower motifs.
"Poinçon : ""PARIS 1775/1781 Tp. 129 134""."	Spot: ‘PARIS 1775/1781 Tp. 129,134.’
2 rangs de pierres rondes taille rose, motifs rosaces au milieu des 4 côtés, pierres jointives et bien serties.	2 rows of round rose-shaped stones, pinkish motifs in the middle of the 4 sides, joined and tightened stones.
"Inscription au recto en haut à droite, au crayon graphite : ""Cartouche""."	Inscription on the top right with graphite pencil: ‘Cartridge,.’
Don manuel Ludot, Didier	Manual gift Ludot, Didier
"Original language summary: <br/>
L'histoire de l'automation"	Original language summary: <br/> The history of automation
"Original language summary: <br/>
Interview d’André Renard (1911-1962), secrétaire général adjoint de la FGTB (Fédération Générale du Travail de Belgique) sur l’automation, ses avantages et ses dangers."	Original language summary: <br/> Interview with André Renard (1911-1962), Deputy Secretary General of the GLFB (General Labor Federation of Belgium) on automation, its benefits and its dangers.
Feuillet peint au recto à perforations sur le côté gauche et échantillon de tissu	Painted leaflet with perforations on the left side and fabric sample 
"Au recto, au crayon graphite, en haut à droite: ""Bleuet"""	On the front, with graphite pencil, at the top right: ‘Blue’
"Au verso, en haut à gauche, à l'encre noire : ""DOUANE / VI-6"""	On the verso, at the top left, in black ink: ‘DOUANE/VI-6’
"Sur la page de l'album, en haut à droite, à l'encre noire : ""101"""	On the page of the album, at the top right, in black ink: ‘101’
"Sur la page de l'album, en haut à gauche, à l'encre noire : ""110"""	On the page of the album, at the top left, in black ink: ‘110’
Ensemble composé d'une robe et de son écharpe en organza de soie blanc à imprimé de motifs de neoeuds et de taches en vert et bleu, pan en Organza de soie imprimé.	Set composed of a dress and scarf made of white silk organza with motifs of neoeuds and stains in green and blue, pan in Organza of printed silk.
Ensemble en crêpe de soie imprimé d'arabesques crème sur fond chocolat, composé d'une veste, d'une robe, d'une paire d'épaulettes et de 2 ceintures : l'une à boucle et l'autre à nouer.	Cream silk pancake assembly with chocolate background consisting of a jacket, a dress, a pair of shoulder pads and 2 belts: one with buckle and the other to be tied.
"Inscription sur bolduc de passage en toile intérieur devant taille, tampon et manuscrit noir sur écru : ""113 // MOURRA / AH / LUCIENNE""."	Inscription on bolduc of passage in inner canvas in front of size, stamp and black manuscript on nuts: ‘113// MOURRA/AH/LUCIENNE.’
Feuille de papier calque dessiné contrecollé sur un papier cartonné au recto à perforations sur le côté gauche avec échantillons de tissus collés	Sheet of tracing paper depicted on a cardstock with perforations on the left side with bonded tissue samples
Feuillet inscrit au recto avec perforations sur le côté gauche	Leaf on the front with perforations on the left side
"Tampon sur la page de l'album en haut à gauche, à l'encre noire : ""10""."	Stamp on the album page at the top left, in black ink: ‘10.’
Feuillet peint sur le recto à perforations sur le côté gauche, échantillon de tissus, en bas à droite	Painted sheet on the front with perforations on the left side, sample of fabrics, bottom right
Référence Géographique Historique >  Afrique >  Égypte antique >  Antinoé (Sheikh-'Ibada)	Historical geographical reference> Africa> Ancient Egypt> Antinoë (Sheikh- 'Ibada)
Référence Géographique >  Europe >  Europe occidentale >  Benelux >  Belgique >  Wallonie >  Hainaut (province) >  Mons >  Ciply	Geographical Reference> Europe> Western Europe> Benelux> Belgium> Wallonia> Hainaut (province)> Mons> Ciply
Ensemble de modèles de la collection, Printemps-Eté 1948, de la maison Marcelle Dormoy.	Set of models from the collection, Spring-Summer 1948, of the Marcel Dormoy house.
Référence Géographique >  Europe >  Europe occidentale >  Benelux >  Belgique >  Wallonie >  Hainaut (province) >  Mons >  Harmignies	Geographical Reference> Europe> Western Europe> Benelux> Belgium> Wallonia> Hainaut (province)> Mons> Harmignies
Feuillet en papier cartonné peint sur le recto, à perforations sur le côté gauche, avec un échantillon de tissu à doite des modèles	Cardboard sheet painted on the front, perforated on the left side, with a fabric sample on the right of the models
Référence Géographique >  Asie >  Asie du Sud-Est >  Vietnam >  Vietnam du Nord (région) >  Delta de la Rivière Rouge (région) >  Hanoï >  Ha Dong >  An Khe	Geographical Reference> Asia> South East Asia> Vietnam> North Vietnam (region)> Red River Delta (region)> Hanoi> Ha Dong> An Khe
Dessin, feuillet peint perforé sur la gauche.	Drawing, painted leaflet perforated on the left.
Référence Géographique >  Europe >  Europe occidentale >  Benelux >  Belgique >  Wallonie >  Liège (province) >  Clavier	Geographical Reference> Europe> Western Europe> Benelux> Belgium> Wallonia> Liège (province)> Clavier
"Sur la page de l'album, en haut à droite, à l'encre noire : ""35"""	On the page of the album, at the top right, in black ink: ‘35’
Croquis d'un modèle Carven de l'hiver 1955.	Sketch of a Carven model from winter 1955.
Croquis d'un modèle de robe du soir.	Sketch of an evening dress model.
"Inscription au recto sur le montage en haut à droite, au crayon graphite : ""3e année / 34e cah. / pl. 1-2-3 / 20 oct 1788"" ; [ En bas à droite, au stylo bille bleu ] : ""Caraco à la Chinoise""."	Inscription on the top right, with graphite pencil: ‘3rd year/34th cah./pl. 1-2-3/20 oct 1788’; [Bottom right, blue ballpoint]: ‘Caraco à la Chinoise.’
"Au verso, en haut au milieu, au crayon graphite : ""habit de bal"""	On the verso, at the top in the middle, with graphite pencil: ‘Ball dress’
Feuille de papier cartonné dessinée et peinte au recto et essais de gouache au verso	Cardboard sheet drawn and painted on the front and tests of gouache on the back
"Légende de la gravure : ""Habit en lévite enrichi de glands, d'épauletes et cordonets : la juppe pareille bordée d'une bande de différente couleur, une blonde autour du lévite et aux deux bords de la garniture du juppon. Le chapeau de gaze blanche et garni en pouf de gaze noire, ceint de dentelle noire et d'un ruban de couleur""."	Legend of the engraving: ‘Lévite habit enriched with tassels, shoulders and cordonets: the facing squirt with a different color band, a blond around the Levite and at the two edges of the juppon’s filling. The white gaze hat with black gauze, with black lace and colored ribbon.’
Dessin, feuille de papier Canson dessinée sur le recto.	Drawing, sheet of Canson paper drawn on the front.
Ensemble de modèles de la collection été 1933 de la maison Marcelle Dormoy	Model set from the 1933 collection of the Marcel Dormoy house
Référence Géographique Historique >  Asie >  Empire byzantin	Historical geographical reference> Asia> Byzantine Empire
Référence Géographique >  Asie >  Proche et Moyen Orient >  Iran >  Luristan (province)	Geographical Reference> Asia> Near and Middle East> Iran> Luristan (province)
Référence Géographique >  Asie >  Proche et Moyen Orient >  Syrie	Geographical Reference> Asia> Near and Middle East> Syria
Référence Géographique >  Asie >  Proche et Moyen Orient >  Irak >  Bagdad (gouvernorat) >  Bagdad	Geographical Reference> Asia> Near and Middle East> Iraq> Baghdad (governorate)> Baghdad
Référence Géographique >  Europe >  Europe occidentale >  Benelux >  Belgique >  Bruxelles >  Anderlecht	Geographical Reference> Europe> Western Europe> Benelux> Belgium> Brussels> Anderlecht
Référence Géographique >  Asie >  Proche et Moyen Orient >  Iran >  Luristan (province) >  Giyan Tepe	Geographical Reference> Asia> Near and Middle East> Iran> Luristan (province)> Giyan Tepe
Conférence de presse de l'Inter Syndicale de l'ORTF	Press conference by the Inter Syndicale of the ORTF
Les luttes intérieures de l'âme dans le Phèdre de Platon	The inner struggles of the soul in Plato 's Phèdre
Stèle royale de Den. En majeure partie restaurée	Royal Stela of Den. Most of it restored
"Terre cuite. Femme nue de face. ""concubine du mort"""	Terracota or baked clay. Woman with a naked face. ‘concubine of death’
"Sur la page de l'album, en haut à droite, à l'encre noire : ""147"""	On the page of the album, at the top right, in black ink: ‘147’
"Sur la page de l'album, en haut à droite, à l'encre noire : ""121"""	On the page of the album, at the top right, in black ink: ‘121’
"Sur la page de l'album, en haut à gauche, à l'encre noire : ""86"""	On the page of the album, at the top left, in black ink: ‘86’
Référence Géographique >  Afrique >  Afrique septentrionale >  Soudan >  Al-Wasta (région) >  Nil Blanc (province) >  El Kawa	Geographical Reference> Africa> North Africa> Sudan> Al-Wasta (region)> White Nile (province)> El Kawa
Référence Géographique >  Asie >  Proche et Moyen Orient >  Irak >  Dhi Qar (gouvernorat) >  Tell al-Muqayyar (Ur)	Geographical Reference> Asia> Near and Middle East> Iraq> Dhi Qar (governorate)> Tell al-Muqayyar (Ur)
Référence Géographique >  Europe >  Europe occidentale >  France >  Régions d'outre-mer >  Polynésie française >  Îles Marquises (ensemble d'îles)	Geographical Reference> Europe> Western Europe> France> Overseas regions> French Polynesia> Marquesas Islands (island group)
Référence Géographique >  Asie >  Asie du Sud-Est >  Vietnam >  Vietnam du Nord (région) >  Delta de la Rivière Rouge (région) >  Hai Duong (province)	Geographical Reference> Asia> South East Asia> Vietnam> North Vietnam (region)> Red River Delta (region)> Hai Duong (province)
Référence Géographique >  Asie >  Asie du Sud-Est >  Vietnam >  Vietnam du Nord (région) >  Côte Nord-Central (région) >  Thanh Hoa (province)	Geographical Reference> Asia> South East Asia> Vietnam> North Vietnam (region)> North Central Coast (region)> Thanh Hoa (province)
Référence Géographique >  Asie >  Asie Mineure (Anatolie) >  Turquie >  Marmara (région) >  Bursa (province) >  Iznik	Geographical Reference> Asia> Asia Minor (Anatolia) > Turkey > Marmara (region)> Bursa (province)> Iznik
Référence Géographique Historique >  Afrique >  Égypte antique >  Thèbes (Qina gouvernement)	Historical geographical reference> Africa> Ancient Egypt> Thebes (Qina government)
Référence Géographique >  Asie >  Proche et Moyen Orient >  Iran >  Gilan (province) >  Rudbar >  Marlik	Geographical Reference> Asia> Near and Middle East> Iran> Gilan (province)> Rudbar> Marlik
Dessin, feuille de papier dessinée sur le recto extraite d'un carnet à spirale, perforée sur le côté gauche.	Drawing, sheet of paper drawn on the front of a spiral notebook, perforated on the left side.
L'image du jour : Marco Pantani	The picture of the day: Marco Pantani
Le Petit Vingtième : le siècle de Tintin	The Little Twentieth: the Century of Tintin
Figure en robe-manteau à basques à carreaux gris sur fond blanc, Marcelle Dormoy, Printemps-Eté 1948.	Figure in robe-manteau with gray tiles on white background, Marcel Dormoy, Spring-Summer 1948.
Archives graphiques de la maison Grès, Automne-Hiver 1951	Graphic Archive of the Grès House, Autumn-Winter 1951
Ensemble de modèles de la collection, Hiver 1943-1944, de la maison Marcelle Dormoy	Set of models from the collection, Winter 1943-1944, of the Marcel Dormoy house
Object: Eglise Saint-Jacques[Liège], Liège.	Object: Saint-Jacques Church [Liège], Liège.
Object: Collections artistiques de l'Université de Liège, Liège.	Object: Art collections of the University of Liège, Liège.
"Inscription au recto en haut au milieu, au crayon graphite : ""La vie en rose""."	Inscription at the top in the middle with graphite pencil: ‘Life in pink.’
"Inscription du titre du modèle à l'encre noire, au recto, en haut à droite : ""Marion"""	Inscription of the title of the model in black ink, on the front, at the top right: ‘Marion’
Object: Construction[Liège], Liège.	Object: Construction [Liège], Liège.
Object: Eglise Saint-Antoine[Liège], Liège.	Object: Saint-Antoine Church [Liège], Liège.
Object: Musée d'Ansembourg, Liège.	Object: Ansembourg Museum, Liège.
Object: Eglise Saint-Nicolas[Liège], Liège.	Object: Saint-Nicolas Church [Liège], Liège.
Object: Musée d'armes, Liège.	Object: Museum of Arms, Liège.
Object: Palais de Justice[Liège], Liège.	Object: Palace of Justice [Liège], Liège.
Object: Eglise Saint-Pholien[Liège], Liège.	Object: Saint-Pholien Church [Liège], Liège.
Montage feuillet en papier cartonné à perforations sur le côté gauche, papier calque dessiné collé par le haut et le bas	Carton-shaped paper with perforations on the left side, tracing paper drawn glued by the top and bottom
Object: Claes, Marie-Christine[collection], Vedrin.	Object: Claes, Marie-Christine [collection], Vedrin.
"Au crayon graphite, au recto sur le calque, en haut, à droite : ""colombe"""	"Graphite pencil, on top of the layer, right: ‘dove’In graphite pencil, on the front of the tracing paper, top right: ""dove"""
Object: Bibliothèque générale de l'Université, Liège.	Object: General Library of the University, Liège.
Object: Grand Séminaire de Liège, Liège.	Object: Liège Grand Seminary, Liège.
Object: Musées Royaux d'Art et d'Histoire, Bruxelles.	Object: Royal Museums of Art and History, Brussels.
Object: Musée de la Vie wallonne, Liège.	Object: Walloon Life Museum, Liège.
Figure masculine en redingote bleue à double boutonnage et pantalon beige ; figure masculine en tenue de chasse avec blouse bleu ciel, guêtres écossaises, besace et fusil, Figure 417, Costume Parisien, sans date, Fonds d'estampes du XIXème siècle	Men’s figure in blue redingote with double buttoning and beige pants; male figure in hunting clothes with sky blue blouse, Scottish beeches, besace and rifle, Figure 417, Parisian costume, without date, Fund of 19th century prints
Robe de bal bustier fuchsia de Jacques Fath dans La Femme d'Aujourd'hui, Fonds d'archives graphiques de Roger Rouffiange	Fuchsia ball dress by Jacques Fath in La Femme d 'Aujourdhui, Roger Rouffiange Graphic Archive Fund
"Au recto, en haut à droite, au crayon graphite : ""Perle noire / [...]"" (effacée)"	On the front, at the top right, with graphite pencil: ‘Black bead/[...]’ (erased)
"Au recto: ""MODERNIA FRANCE"""	On the front: ‘MODERNIA FRANCE’
repoussé coulé doré technique d'émaillage technique d'incrustation	French text is not clear, difficult to assess the translation.
écrit technique d'impression technique de dessin colorié	technical writing of a colored design
sculpté peint tapisserie[technique]	carved painted tapestry [technique]
Plaque-boucle à plaque linguiforme	Buckle plate with tongue-shaped plate
"Inscription ""standard"" d'Assurnasirpal II"	‘Standard’ inscription of Assurnasirpal II
Armoiries des Abbés de Saint-Gilles	Coat of Arms of the Abbots of Saint-Gilles
Ornement de coiffe en forme de plumes	Head ornament in the shape of feathers
"Au recto, en haut, à droite, à l'encre noire : ""TAMBOUR"""	On the front, at the top, right, in black ink: ‘TAMBOUR’
"Au recto, à l'encre noire, en haut à droite : ""PRINCESSE"""	On the front, in black ink, at the top right: ‘PRINCESS’
"Au recto, en haut à droite, à l'encre noire : ""ChARIVARI"""	On the front, at the top right, in black ink: ‘ChARIVARI’
"Au verso, timbre sec en bas, en lettres capitales : ""ECOLES..B..ARC"""	On the verso, a dry stamp at the bottom, in capital letters: ‘ECOLES. B. ARC’
"Au recto, à l'encre noire, en haut à droite : ""Onyx"""	On the front, in black ink, at the top right: ‘Onyx’
Référence Géographique >  Europe >  Europe occidentale >  France >  Nord-Pas-de-Calais (ancien région) >  Nord (département) >  Bavay	Geographical Reference> Europe> Western Europe> France> Hauts-de-France (region)> Nord (department)> Bavay
Référence Géographique >  Asie >  Proche et Moyen Orient	Geographical Reference> Asia> Near and Middle East
"Au crayon graphite, au recto, en haut, à droite : ""Chypre"""	Graphite pencil, on the front, top right: ‘Cyprus’
