ORIGINAL TEXT	TRANSLATION
"Werkzaamheden in het kader van de verhoging van de Willemsburg, een van de Maasbruggen, in Rotterdam. Shots: -vertikale pan 18"" van bouwput naar zuidkant van de Willemsbrug, op de achtergrond de Boompjes; -pan van zuidkant Willemsbrug naar Spoorbrug rechts, op voorgrond bouwplaats met oa een stoomhijskraan 9""; -va 00:31 7"" bouwplaats met op de achtergrond de Koninginnebrug; -werkzaamheden ter verbreding van de Boompjes, oa: diverse shots betonstorten mbv een container, hangend aan ijzeren constructie op achtergrond gevel Maashotel (""Hotel de la Meuse"") zichtbaar 37"" in totaal; -pan langs werkzaamheden 17"", op achtergrond aan gevel ""Hotel de France"" even zichtbaar."	"Work in the context of the elevation of the Willemsburg, one of the Maas bridges, in Rotterdam. Shots: -vertical pan 18 ‘from construction site to the south side of the Willemsbrug, in the background the Boompjes; -pan from the south side Willemsbrug to the railway bridge to the right, in the foreground construction site with a.o. a steam crane 9’; -va 00: 31 7 ‘construction site with the Koninginnebrug in the background; -work to broaden the Boompjes, a.o. various concrete shots with a container, hanging on iron construction on the background of the Maashotel (’ Hotel de la Meuse ‘) visible 37’ in total; -pan along works 17, ‘in the background’ Hotel de France ""just visible."
"De Duitse troepen marcheren af naar Duitsland met boerenkarren en fietsen volbepakt met goederen. Bevolking richt al haar belangstelling op de bevrijders. In Hilversum is de AVRO-studio versierd met vlaggen. Mensen springen in enthousiasme op de wagens die over de straten rijden. Legertrucks zijn geheel ""gecamoufleerd"" met juichende burgers. Zowel van Hilversum, van Valkenswaard, van Bergeyk en van Nijmegen worden beelden getoond van optochten van de geallieerden. Oprukkende geallieerden over de bruggen. Sommige kranten zoals de Gelderlander kunnen weer verschijnen. Er heerst een enorme drukte bij de verkoop van de eerste exemplaren."	The German troops march to Germany with peasant carts and bicycles packed with goods. Population focuses all of her interest on the liberators. In Hilversum the AVRO studio is decorated with flags. People jump in enthusiasm on the cars that drive the streets. Army trucks are entirely ‘camouflaged’ with cheering citizens. Images of the Allies are shown both from Hilversum, from Valkenswaard, from Bergeyk and from Nijmegen. Exciting Allies across the bridges. Some newspapers such as the Gelderlander can reappear. There is a tremendous bustle at the sale of the first examples.
NSB-propagandafilm. Promotiespotje voor de Haagse Reiningingsdienst. De oude open vuilnisbakken worden vervangen door steviger emmers met deksel, zodat minder gauw vuil op straat raakt. Verder worden huisvrouwen, straatventers en kinderen opgeroepen hun afval niet op straat of in de gracht te gooien, maar ordelijk verzameld aan te bieden. Tevens worden papierkorven voor los afval langs de straat geïntroduceerd.	NSB propaganda film. Protestant jar for the Hague Reiningingsdienst. The old open garbage trays are replaced by sturdy buckets with lid, so that dirt is less likely to hit the street. Also, housewives, street venters and children are called upon not to throw their waste on the street or in the canal, but to provide orderly collection. Paper pots for loose waste are also introduced along the street.
Mensen geven bloed in het Rode Kruis Ziekenhuis in Den Haag voor de gewonden van de Zesdaagse Oorlog in Israël. Het bloedplasma en andere hulpgoederen worden met een Boeing van El Al naar Israël gebracht, evenals joodse vrijwilligers die tijdelijk het werk van gemobiliseerde Israëliërs zullen overnemen. Met collectebussen in de straten wordt geld ingezameld in oa Utrecht en bij het Anne Frank-beeld in Amsterdam. In Frascati wordt kunst geveild voor Israël, oa een portret van Ben Goerion door Paul Citroen, in aanwezigheid van Citroen, de ambassadeur van Israël, kunsthistoricus Pierre Janssen, opperrabbijn Aron Schuster en pater J. van Kilsdonk.	People donate blood in the Red Cross Hospital in The Hague for the wounded of the Six-Day War in Israel. The blood plasma and other relief goods are brought to Israel with a Boeing from El Al, as well as Jewish volunteers who will temporarily take over the work of mobilized Israelis. With collection boxes in the streets money is collected in a.o. Utrecht and at the Anne Frank statue in Amsterdam. In Frascati art is auctioned for Israel, a.o. a portrait of Ben Goerion by Paul Citroen, in the presence of Citroen, the Ambassador of Israel, art historian Pierre Janssen, Chief Rabbi Aron Schuster and Father J. van Kilsdonk.
"Spoorwegramp tgv een ontsporing van de passagierstrein Rotterdam - Amsterdam ter hoogte van ""De Vink"" tussen Voorschoten en Leiden. Vier doden en tien zwaar gewonden. - totaalshot van de ontspoorde trein, de locomotief en enkele wagons zijn gekanteld en over elkaar heen geschoven, 16"". - div. shots arbeiders, wegwerkers, lijnwerkers, bezig aan de locomotief en de treinstellen, toekijkende autoriteiten, 3'35"". - op 3'18"" cu foto van Greta Lobo-Braakensiek, actrice, met haar man D.J. Lobo omgekomen bij dit treinongeluk. - van de passagiers en de slachtofferhulp is niets te zien. Aantekening : BRON: Alg. Handelsblad 090926 gehele voorpagina, 100926/110926/120926/130926."	"Railway disaster with a derailment of the passenger train Rotterdam - Amsterdam at ‘De Vink’ between Voorschoten and Leiden. Four dead and ten badly injured. - total shot of the derailed train, the locomotive and some wagons have been tilted and pushed across each other, 16. - several shots of workers, road workers, line workers, working on the locomotive and the trains, awarding authorities, 3 ‘35. ""- 3’ 18"" cu photo of Greta Lobo-Braakensiek, actress, with her husband D.J. Lobo killed in this train accident. - nothing can be seen from the passengers and the victim support. Note: BRON: Alg. 090926 entire front page, 100926/110926/120926/130926."
"Totaal en cu van startende en taxiende Junker JU 52, drie motorig vliegtuig, 18"". Int.shots van de passagiers, vrij donker. Luchtshot van de havenmonding, de pieren van IJmuiden(?) of Scheveningen(?). Air-to-airshot 2 Junkers boven zee. Luchtshot Scheveningen, Kurhaus, de Pier. Luchtshot monding van kanaal(?) in zee. Landing van een Junker op Schiphol. Op cu graaf J. Bentink of Van Ameringen, directeur Junker Luchtvaart Mij. Op idem cu van een van beiden. Op enkele cu's van onbekende personen (?)."	"Total and cu of starting and taxiing Junker JU 52, three-motor plane, 18"". Int.shots of the passengers, quite dark. Air-to-air shot of the harbour, the piers of IJmuiden (?) or Scheveningen (?). Air-to-air shot 2 Junkers above the sea. Air shot Scheveningen, Kurhaus, the Pier. Air shot of canal (?) at sea. Landing of a Junker at Schiphol Airport. On cu Count J. Bentink or Van Ameringen, director of Junker Aviation Mij. On idem cu of one of them. On some cu's of unknown persons (?)."
Purmerend	Purmerend
"Deze broek van de Friese stadhouder Ernst Casimir is ruim, zoals begin 17de eeuw mode was. Ook de tressen langs de zijnaden – spiralen van zilverdraad – waren modieus en doen denken aan destijds populaire ‘Poolse’ jassen. De ijzeren haken aan de broekband dienden om de
broek aan het wambuis te hangen. De gulp sloot met knopen en knoopsgaten – nu heel vanzelfsprekend, maar toen nog een zeldzaamheid."	These trousers of the Frisian governor Ernst Casimir are spacious, as was fashionable in the early 17th century. The silk seams - spirals of silver thread - were also fashionable and reminiscent of the then popular ‘Polish’ coats. The iron hooks on the trousers served to hang the trousers on the ramtube. The fly closed with buttons and button holes - now quite obviously, but then still a rarity.
"Marjan Unger, kunsthistorica en verzamelaar van sieraden, gaf de opdracht om deze halsketting te maken uit enkele sieraden van haar moeder. Sieraden die anders nooit meer gedragen zouden worden vormen in de pendant een nieuw geheel. Door deze vorm van hergebruik kunnen
emotie en herinnering een belangrijke rol blijven spelen. Het actief gebruiken van onderdelen in plaats van materialen maakt de ‘oude’ sieraden nog steeds herkenbaar."	Marjan Unger, art historian and jewellery collector, commissioned this necklace to be made from some of her mother's jewellery. Jewellery that would otherwise never be worn again forms a new entity in the pendant. This type of re-use allows emotion and memory to continue to play an important role. The active use of parts instead of materials still makes the ‘old’ jewellery recognizable.
"In 1796 werden voor het eerst in Nederland nationale verkiezingen gehouden. Alle mannen van twintig jaar en ouder die niet van de bedeling leefden, mochten hun stem uitbrengen voor de Nationale Vergadering, het parlement van de Bataafse Republiek. De 126 parlementsleden
droegen een lint met de tekst ‘representant’. Dit lint heeft toebehoord aan Jan Couperus, representant van het district Gouda."	National elections were held in the Netherlands for the first time in 1796. All men of twenty years and older who did not live from the dole were allowed to vote for the National Assembly, the parliament of the Batavian Republic. The 126 MPs wore a ribbon with the words ‘representative’. This ribbon has belonged to Jan Couperus, representative of the district of Gouda.
"In 1974 richtten vier edelsmeden en een beeldhouwer BOE (Bond van Oproerige Edelsmeden) op vanwege veranderingen in de sieradenwereld. Ze maakten sieraden niet alleen meer van kostbare materialen, maar ook van plastic, aluminium en hergebruikte materialen. Ook streefden ze
naar erkenning van het sieraad als kunstobject. Met dit manifest wilden ze niet alleen het eindproduct laten zien maar ook de weg er naar toe."	In 1974 four goldsmiths and a sculptor founded BOE (Union of Rebellious Goldsmiths) because of changes in the world of jewellery. They made jewellery not only of precious materials, but also of plastic, aluminum and re-used materials. They also sought recognition of jewellerey as an object of art. With this manifesto they wanted to show not only the finished product but also the way to it.
Deze hanger is eigenlijk een fluitje: midden door de bek loopt een kanaal en in de buik is een inkeping uitgesneden die tot aan dit kanaal reikt. Wanneer je in de bek van het watermonster (makara) blaast, ontstaat dus een fluitend geluid. Maar dit voorwerp was vooral bedoeld als ornament, geïnspireerd op Europese fluitjes van edelmetaal die werden gebruikt door admiraals en andere officieren op zee.	This pendant is actually a whistle: a canal runs through the middle of the mouth and a notch is cut out in the belly reaching as far as this canal. When you blow into the mouth of the water monster (makara), thus a whistling sound is produced. But this object was primarily intended as an ornament, inspired by European bullion whistles used by admirals and other officers at sea.
Brochette van goud met negen gekleurde edelstenen. De zijkanten van de broche zijn opengewerkt, waardoor het licht achter de stenen kan binnenvallen wat zorgt voor extra schittering. De stenen zijn van acht verschillende soorten, waaronder toermlijn, aquamarijn, groene beryl, rose korund, gele topaas, rode topaas, chrysoberyl, citrien en rose korund. Het meesterteken is enigszins verslagen.	Gold brochette with nine coloured gemstones. The sides of the brooch are openwork, allowing the light to enter behind the stones, which causes additional brilliance. The stones are of eight different varieties, including rhyme line, aquamarine, green beryl, pink corundum, yellow topaz, red topaz, chrysoberyl, citrine and pink corundum. The master sign is slightly defeated.
1875 - 1982	1875 - 1982
from Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, fl. 6,350,000, en bloc, to Artistic & General Securities Ltd. as security for a loan from the Mendelssohn & Co. Bank, but kept in usufruct, 1934;{NHA, 476, RMA Archive, inv. no. 2142, Recapitulatie der geïnventariseerde kunstvoorwerpen van wijlen Dr F. Mannheimer, undated, p. 34, no. Pr 20, Artistic no. 14/15; NHA, 233, Arrondissementsrechtbank Amsterdam, inv. no. 1365, “O.R. 256/1939, Faillissementsdossier: nalatenschap Dr. F. Mannheimer, 28 augustus 1939”, image 3, page 2.} purchased from Mendelssohn & Co. Bank, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	From Dr. Fritz Mannheimer (1890-1939), Amsterdam and Paris, fl. 6,350,000, en bloc, to stic & General Securities Ltd. as security for a) from the Mendelssohn & Co. Bank, but 189in usuct, 1934; {NHA, 476, RMA Archive, inv. no. 2142, Recapitulation of inventorized objects of art of the late Dr. F. Mannheimer, undated, p. 34, no. Pr 20, Artistic no. 14/15; NHA, 233, Arrondissementsrechtbank Amsterdam, no. 1365, ‘O.R. 256/1939, 1939, file: legacy Dr. F. Mannheimer, 28 August,’ image 3, page 2.} from Mendelssohn & Co. Bank, en bloc, by the Dienstle Mühlmann, The Hague, for Ahrermuseum, Linz, 1940; {Korthals Altes 1974, pp. 21-22, SNK, 1945; SNK, SNK {HNA, 2.08.42, Archive.
…; collection Eugen Gutmann (1840-1925), Munich, 1912;{Von Falke 1912, pp. 8-9, no. 17, image 7.} …; purchased from the estate of Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	…; collection Eugen Gutmann (1840-1925), Munich, 1912;{Von Falke 1912, pp. 8-9, no. 17, image 7.} …; purchased from the estate of Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960
collection Hermitage, Petersburg;{Von Falke 1936, p. 23, no. K. 34.}…; collection Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1936;{Von Falke 1936, p. 23, no. K.34.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	collection Hermitage, Petersburg;{Von Falke 1936, p. 23, no. K. 34.}…; collection Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1936;{Von Falke 1936, p. 23, no. K.34.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960
collection Hermitage, Petersburg;{Note RMA.}…; collection Dr Fritz Mannheimer (1890-1939) Amsterdam and Paris, 1936;{Von Falke 1936, p. 86, no. K.195.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	collection Hermitage, Petersburg;{Note RMA.}…; collection Dr Fritz Mannheimer (1890-1939) Amsterdam and Paris, 1936;{Von Falke 1936, p. 86, no. K.195.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960
…; collection Eugen Gutmann (1840-1925), Munich, 1912;{Von Falke 1912, pp. 6-7, no. 10, image 6.} …; purchased from the estate of Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	; collection Eugen Gutmann (1840-1925), Munich, 1912; {Von Falke 1912, pp. 6-7, no. 10, image 6.}; collection de estate of Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940; {Korthals Altes 1974, pp. 21-22.} war recovery, SNK, 1945; {HNA, SNK Archive, 2.08.42, no. 548.} on, with 1.702 UK 1952, from the DRTO the museum, {Note RMA.} to the museum, 1960
collection Eugen Gutmann (1840-1925), Munich, 1912;{Von Falke 1912, p. 6, no. 8, image 6.} …; from Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, fl. 6,350,000, en bloc, to Artistic & General Securities Ltd. as security for a loan from the Mendelssohn & Co. Bank, but kept in usufruct, 1934;{NHA, 476, RMA Archive, inv. no. 2142, Recapitulatie der geïnventariseerde kunstvoorwerpen van wijlen Dr F. Mannheimer, undated, p. 34, no. Pr 23, Artistic no. 15/21; NHA, 233, Arrondissementsrechtbank Amsterdam, inv. no. 1365, “O.R. 256/1939, Faillissementsdossier: nalatenschap Dr. F. Mannheimer, 28 augustus 1939”, image 3, page 2.} purchased from Mendelssohn & Co. Bank, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	Collection Eugen Gutmann (181925), Munich, 1912; {Von Falke 1912, p. 6, no. 8, 6.}; Dr. Fritz heimer (1890-1939), Amsterdam and Paris, f. 6,350,000, en bloc, to Artistic & General Securities Ltd. as security for a) image invssohn & Co. Bank. Archive, Archive in 40-, 1934. {HA, 41939, RMA Archive, 1939. no. 2142, Recapitulation of inventorized objects of art by the late Dr. F. Mannated, p. 34, no. Pr 23, Artistic HA. 15/21; Nhof, 233, Arrondissementsrechtbank, Amsterdam, no. 1365, ‘O.R. 256/256, issue file: legacy Dr. F. Hitler,’ 28 August Mannheimer, page 2.} from Mendelssoc & Co. Bank, 76 Bank, and Bank, stby the Dienstststmann, The Hague, for Ahlerz, 1940, Linerz, Korthals, 1940, Korthals.}, recupertes, pp.
sale, Raoul Heilbronner (1847-1941, Paris), Paris (Drouot), 9 (exact day unknown) November 1921 sqq., no. 255, frs 8,000, to the dealer E. Ruegg; …; from Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, fl. 6,350,000, en bloc, to Artistic & General Securities Ltd. as security for a loan from the Mendelssohn & Co. Bank, but kept in usufruct, 1934;{NHA, 476, RMA Archive, inv. no. 2142, Recapitulatie der geïnventariseerde kunstvoorwerpen van wijlen Dr F. Mannheimer, undated, p. 35, no. Pr 41, Artistic no. 15/36; NHA, 233, Arrondissementsrechtbank Amsterdam, inv. no. 1365, “O.R. 256/1939, Faillissementsdossier: nalatenschap Dr. F. Mannheimer, 28 augustus 1939”, image 3, page 2.} purchased from Mendelssohn & Co. Bank, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	"Raoul sale ner (1841941, Paris), Paris (Drouot), 9 (exact day sale page) November 1921 sqq., no. 255, frs 8.000, dealer E. Ruve; from Dr. Fritheimer (1890-1939, Amsterdam and Paris, f. 6,350,000, en bloc, to Arti& General Securities Ltd. The museum from Democdelssohn & Co. 142. Co. Bank, sale syst, SNHA, 1934, NHA, 476 other Archive, Archive. 2. Recapitder der der der der der van de sale sale sale sale sale. F. Mannheimer, p. 35, p. no. Pr. Pr. 15/36; NHA, 233, Arrondissementsrechtbank Amsterdam, Amsterdam, inv. no. 1365, ""O.R. /, Revival file: F. Mannheimer. Mannaat, p. 35, Archive no. Pr. Pr. 41. 41. 41. Heimage from 20/36; Heimage from Heimage museum from 1974 Co. Co. Mannstby the Hague, Involstby the Hague, Linz Führmann, The Linz Führ, Führ, Führ, Führ, Führer, Fühler., p. 21. Archive. Archive. Archive., p."
collection Eugen Gutmann (1840-1925), Munich, 1912;{Von Falke 1912, pp. 5-6, no. 7, image 6.} …; purchased from the estate of Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	collection Eugen Gutmann (1840-1925), Munich, 1912;{Von Falke 1912, pp. 5-6, no. 7, image 6.} …; purchased from the estate of Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960
? collection King Pedro II of Portugal (1648-1706);{Von Falke 1936, p. 17, no. K. 12.}…; collection Hermitage, Petersburg;{Von Falke 1936, p. 17, no. K. 12.}…; collection Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1936;{Von Falke 1936, p. 17, no. K.12.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	? collection King Pedro II of Portugal (1648-1706);{Von Falke 1936, p. 17, no. K. 12.}…; collection Hermitage, Petersburg;{Von Falke 1936, p. 17, no. K. 12.}…; collection Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1936;{Von Falke 1936, p. 17, no. K.12.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960
collection Hermitage, Petersburg;{Von Falke 1936, p. 19, no. K.20.}…; collection Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1936;{Von Falke 1936, p. 19, no. K.20.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	Hermitage, Petersburg; {von Falke 1936, p. 19, no. K.20.}; Dr. Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1936; {von Falke 1936, p. 19, no. K.20.} collection from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940; {Korthals Altes 1974, pp. 21-22.} war recovery, SNK, 1945; {HNA, SNK Archive, 2.08.42, no. 548.
collection Hermitage, Petersburg, 1902;{Von Falke 1936, p. 23, no. K.31; Les Trésors d’art en Russie 2, 1902, plate 142.}…; collection Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1934;{Amsterdam 1934, p. 265, no. 1278.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	Hermitage, Petersburg, 1902; {Von Falke 1936, p. 23, no. K.31; Les Trésors d'art en Russie 2, 1902, plate 142.}; collection Dr. Fritz Mannheimer (0-1939), Amsterdam and Paris, 1934; {Amsterdam 1934, p. 265, 1891278.} collection from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940; {Korthals Altes 1974, pp. 21-22.} war recovery, SNK 1945; {HNA, SNK Archive, 2.08.42, no. 548.} on loan, with 1.702 other, from the DRVK to the museum, 1952; {Note RMA.} to the museum, 1960.
collection Hermitage, Petersburg, 1902;{Von Falke 1936, p. 16, no. K.10; Les Trésors d’Art en Russie 1902, image 142.}…; collection Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1936;{Von Falke 1936, p. 16, no. K.10.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960	collection Hermitage, Petersburg, 1902;{Von Falke 1936, p. 16, no. K.10; Les Trésors d’Art en Russie 1902, image 142.}…; collection Dr Fritz Mannheimer (1890-1939), Amsterdam and Paris, 1936;{Von Falke 1936, p. 16, no. K.10.} purchased from his estate, en bloc, by the Dienststelle Mühlmann, The Hague, for Adolf Hitler's Führermuseum, Linz, 1940;{Korthals Altes 1974, pp. 21-22.} war recuperation, SNK, 1945;{HNA, SNK Archive, 2.08.42, inv. no. 548.} on loan, with 1,702 other objects, from the DRVK to the museum, 1952;{Note RMA.} transferred to the museum, 1960
"De stèle van koning Den van de 1e dynastie (ca. 2800 v.C.) is een zeer eenvoudig monument. In een rechthoek, aangebracht in het midden van de steen, zit de valkgod Horus, met wie de koning wordt geassimileerd, op een schematisch weergegeven paleisomheining. Daarbinnen bevindt zich de zogenaamde Horusnaam, waarvan de lezing niet geheel zeker is. ""Den"" is de meest gebruikelijke, maar sommige egyptologen verkiezen ""Oedimoe"" of zelfs ""Nioedi"". De funeraire stèle, die afkomstig is van de koninklijke begraafplaats van Abydos, werd voor de mastaba van de koning geplaatst, samen met een tweede gelijkaardige stèle. Opgraving: Amélineau 1896-1897"	The stela of King Den of the 1st dynasty (c. 2800 BC) is a very simple monument. In a rectangle, placed in the middle of the stone, the falcon god Horus, with whom the king is assimilated, sits on a schematically rendered paleisomer. Within it is the so-called Horus name, the reading of which is not entirely certain. ‘Den’ is the most common, but some egyptologists prefer ‘Oedimoe’ or even ‘Nioedi.’ The funerary stela, which comes from the royal cemetery of Abydos, was placed before the king's mastaba, together with a second similar stela. Excavation: Amélineau 1896-1897
"De fragmenten zijn zeer dun en lichtjes gebogen, wat betekent dat ze niet afkomstig zijn van een palet maar wel van een zeer vlakke kom die aan de binnenkant versierd is. De decoratie kan niet in zijn geheel gereconstrueerd worden, maar men herkent een wezen dat zowel menselijke als dierlijke kenmerken vertoont. Het betreft waarschijnlijk de kever ""Agrypnus notodonta"". Men vindt hem terug op enkele protodynastieke documenten als heilig dier van de godin Neith. Het insect houdt een was-scepter vast in de rechterpoot. Opgraving: Amélineau/Petrie"	The fragments are very thin and slightly bent, meaning that they do not come from a palette, but rather from a very flat bowl decorated on the inside. The decoration cannot be reconstructed in its entirety, but a creature with both human and animal characteristics is recognized. It probably concerns the beetle ‘Agrypnus notodonta.’ It is found on some protodynastic documents as a sacred animal of the goddess Neith. The insect holds a wax sceptre in the right arm. Excavation: Amélineau/Petrie
Schilderij[categorie]	Painting [category]
Cardiumschelp	Cardium shell
Vaas. De Giyan IV fase is vooral gekend door een necropool met 19 graven waarin bijzonder veel aardewerk werd aangetroffen. De beschilderde voorraadvazen zijn kenmerkend voor deze fase. De grootste exemplaren hebben meestal horizontale en golvende reliëfbanden. De beschildering is beperkt tot de hals en de schouder van de vaas. Tot de kenmerkende motieven behoren, buiten de horizontale geometrische banden, “kamvormige” paren vogels, heraldische vogels met opengespreide vleugels, soms gecombineerd met zwemmende vogels en rijen zaagtanden. B.O.	Vase. The Giyan IV phase is known mainly by a necropolis with 19 graves in which a great deal of pottery was found. The painted storage vases are characteristic of this phase. The largest specimens usually have horizontal and wavy relief bands. The painting is limited to the neck and shoulder of the vase. The characteristic motifs include, outside the horizontal geometric bands, ‘comb-shaped’ pairs of birds, heraldic birds with spread wings, sometimes combined with swimming birds and rows of saw teeth.
Basalt	Basalt
